approved-meat-establishment	company	meat-establishment-type	meat-establishment-operation	meat-establishment-outcome	local-authority	meat-establishment-audit-date	meat-establishment-audit-frequency	meat-establishment-next-audit-due-date	start-date	end-date
4761	Lda Meats Ltd	1	26	2	Herefordshire	2016-05-24	24	2018-05-01		
4778	Ab & S Wholesale Meats	1	26	2	Greater Manchester	2016-04-14	24	2018-04-01		
4806	Ashik Chicken Kebabs Ltd	1	26	1	West Midlands	2017-04-27	12	2018-04-01		
4837	Cartmel Valley Game Supplies Limited	3	26	2	Cumbria	2017-04-19	18	2018-10-01		
4837	Cartmel Valley Game Supplies Limited	1	26	2	Cumbria	2017-04-19	18	2018-10-01		
4864	Cornvale Foods Ltd	1	26	2	Lancashire	2016-09-27	24	2018-09-01		
5023	Leonard Ames (Ampthill) Limited	3	26	1	Bedfordshire	2017-01-12	12	2018-01-01		
5023	Leonard Ames (Ampthill) Limited	1	26	1	Bedfordshire	2017-01-12	12	2018-01-01		
5115	Nelsons (Butchers) Ltd	1	26	1	Lincolnshire	2017-03-02	12	2018-03-01		
5176	Curtis Of Lincoln	1	26	1	Lincolnshire	2016-11-15	12	2017-11-01		
5226	Papworth Farms	1	26	2	Norfolk	2017-06-06	12	2018-06-01		
5238	F L Edge  & Son Ltd	1	26	1	Norfolk	2017-01-30	12	2018-01-01		
5260	Bramfield Meats	1	26	1	Suffolk	2017-03-27	12	2018-03-01		
5359	Hundred River Foods Ltd	1	26	2	Suffolk	2016-07-15	24	2018-07-01		
5431	Lane Farm Country Foods	1	26	2	Suffolk	2016-02-18	24	2018-02-01		
5438	Kerry Foods Ltd	1	26	2	Norfolk	2017-07-06	12	2018-07-01		
5443	Direct Meats (Knights Farm) Ltd	1	26	2	Essex	2017-03-02	24	2019-03-01		
5488	Kosher Deli (Uk)	1	26	1	Greater London	2017-05-23	12	2018-05-01		
5499	Wicks Manor	1	26	2	Essex	2017-08-10	24	2019-08-01		
5518	Grasmere Farm Ltd	1	26	1	Cambridgeshire	2017-03-30	12	2018-03-01		
6119	Natural Farms Ltd	1	26	1	East Sussex	2017-03-06	12	2018-03-01		
6206	Gilberts Kosher Foods Ltd	1	26	1	Buckinghamshire	2016-09-08	12	2017-09-01		
6344	Vicars Game Limited	3	26	1	Berkshire	2016-11-15	12	2017-11-01		
6344	Vicars Game Limited	1	26	1	Berkshire	2016-11-15	12	2017-11-01		
6350	Rother Valley Organics	1	26	2	Hampshire	2017-08-01	12	2018-08-01		
6359	Laverstoke Park Farm Ltd	3	26	2	Hampshire	2016-11-30	18	2018-05-01		
6359	Laverstoke Park Farm Ltd	1	26	2	Hampshire	2016-11-30	18	2018-05-01		
6400	Ims Of Smithfield Ltd	1	26	1	Greater London	2016-11-22	12	2017-11-01		
8088	Hunt's Foodservice Ltd	1	26	2	Dorset	2016-08-17	24	2018-08-01		
8115	R J Trevarthen Wholesale Butchers	3	26	1	Cornwall	2016-10-20	12	2017-10-01		
8115	R J Trevarthen Wholesale Butchers	1	26	1	Cornwall	2016-10-20	12	2017-10-01		
8118	M Yates And Sons Limited	1	26	1	Cornwall	2017-02-20	12	2018-02-01		
8342	Cornish Farmhouse Bacon Company	3	26	1	Devon	2016-10-17	12	2017-10-01		
8342	Cornish Farmhouse Bacon Company	1	26	1	Devon	2016-10-17	12	2017-10-01		
8343	Kittows Butchers	1	26	1	Cornwall	2016-11-14	12	2017-11-01		
8364	Complete Meats	1	26	2	Devon	2016-03-30	24	2018-03-01		
8378	Devon Rose Ltd	1	26	1	Devon	2016-10-18	12	2017-10-01		
8381	Ivan Clarke Catering Butchers Ltd	1	26	1	Devon	2017-07-05	12	2018-07-01		
8385	Gibbins Quality Meats	1	26	1	Devon	2016-11-08	12	2017-11-01		
8386	R D Johns Ltd	1	26	1	Devon	2016-09-22	12	2017-09-01		
8387	Woodchester Meat Company Ltd	1	26	2	Gloucestershire	2016-06-27	24	2018-06-01		
8393	Dalehead Foods (A Division Of Tulip)	1	26	1	Wiltshire	2017-06-29	12	2018-06-01		
7006	The Food Technology Centre	1	26	2	Anglesey	2016-06-21	24	2018-06-01		
7149	Hughes Meats Company Limited	1	26	1	Gwynedd	2016-07-22	12	2017-07-01		
7195	Dawn Crosshands - A Division Of Dawn Meats (Uk)	1	26	2	Carmarthenshire	2016-07-13	24	2018-07-01		
7219	Welsh Meat Online	1	26	2	Powys	2016-11-15	12	2017-11-01		
1012	C S P (Food Services) Limited	1	27	2	Greater London	2016-11-30	12	2017-11-01		
1052	Freshasia Foods Ltd	1	27	2	Kent	2016-08-08	24	2018-08-01		
2186	Moo Moo	1	27	1	Cheshire	2017-03-30	12	2018-03-01		
2268	Coopers Of Andover	1	27	1	Hampshire	2017-05-17	12	2018-05-01		
2657	Shazan Foods Limited	1	27	3		2017-07-13	3	2017-10-01		
4837	Cartmel Valley Game Supplies Limited	3	27	2	Cumbria	2017-04-19	18	2018-10-01		
4837	Cartmel Valley Game Supplies Limited	1	27	2	Cumbria	2017-04-19	18	2018-10-01		
5488	Kosher Deli (Uk)	1	27	1	Greater London	2017-05-23	12	2018-05-01		
7050	Dowtys Cutting Plant	1	27	2		2017-06-30	12	2018-06-01		
7161	Capestone Organic Poultry Limited	3	27	2	Pembrokeshire	2017-02-21	18	2018-08-01		
7161	Capestone Organic Poultry Limited	1	27	2	Pembrokeshire	2017-02-21	18	2018-08-01		
1005	Banner Foods (Bromsgrove) Ltd	1	28	2	Worcestershire	2016-08-23	24	2018-08-01		
1006	Aubrey Allen Limited	1	28	2	West Midlands	2016-11-28	24	2018-11-01		
1011	A H Conisbee & Co	1	28	1	Surrey	2016-12-15	12	2017-12-01		
1017	R.S. Ashby Limited	1	28	1	Greater London	2017-05-23	12	2018-05-01		
1019	Fairfax Meadow	1	28	1	London	2017-05-17	12	2018-05-01		
1024	Jon Thorner's Ltd	1	28	1	Somerset	2016-12-09	12	2017-12-01		
1028	Swandean Fresh Meats Ltd	1	28	2	West Sussex	2017-02-07	24	2019-02-01		
1032	Elite Frozen Foods Limited	1	28	2	East Sussex	2016-05-23	24	2018-05-01		
1034	Bartlett & Sons Limited	1	28	1	Avon	2016-09-13	12	2017-09-01		
1036	Haswells Homer Hill Farm Shop Ltd	1	28	2	Tyne and Wear	2017-03-02	24	2019-03-01		
1037	Parkers Foodservice Ltd	1	28	1	West Sussex	2016-08-10	12	2017-08-01		
1040	D B Foods Limited	1	28	1	Dorset	2017-02-15	12	2018-02-01		
1049	Bredbury Catering Limited	1	28	2	Cheshire	2016-10-12	24	2018-10-01		
1052	Freshasia Foods Ltd	1	28	2	Kent	2016-08-08	24	2018-08-01		
1057	P J Roofe Catering Butchers	1	28	2	Norfolk	2016-02-10	24	2018-02-01		
1061	Henson Foods Ltd	1	28	1	London	2017-01-09	12	2018-01-01		
1064	Clifton  Quality Meats Ltd	1	28	2	West Yorkshire	2016-04-08	24	2018-04-01		
1066	Temple Meats Ltd	1	28	2	South Yorkshire	2017-06-21	24	2019-06-01		
1073	Clark And Son	1	28	2	Suffolk	2016-10-17	12	2017-10-01		
1080	C&P Meat Sales Limited	1	28	1	Gloucestershire	2017-02-22	12	2018-02-01		
1090	Cleveleys Foods Limited	1	28	2	Suffolk	2017-03-16	24	2019-03-01		
1096	Birtwistles Catering Butchers	1	28	1	Greater Manchester	2017-05-09	12	2018-05-01		
2000	Sam Cole Food Group Limited	1	28	2	Suffolk	2016-08-23	24	2018-08-01		
2001	Deckers Restaurants Limited	1	28	2	Lancashire	2016-01-07	24	2018-01-01		
2012	Tpb Foods Limited	1	28	2	Lancashire	2017-02-08	12	2018-02-01		
2018	The London Meat Co Ltd	1	28	1	Middlesex	2017-06-19	12	2018-06-01		
2023	T Soanes & Son (Poultry) Ltd	3	28	1	East Yorkshire	2017-06-20	12	2018-06-01		
2023	T Soanes & Son (Poultry) Ltd	1	28	1	East Yorkshire	2017-06-20	12	2018-06-01		
2028	Spar Distribution Centre	1	28	2	Lancashire	2016-02-02	24	2018-02-01		
2030	C & G Wholesale  Foods Ltd	1	28	1	Lancashire	2017-04-19	12	2018-04-01		
2033	Reeves Butchers Ltd.	1	28	2	Berkshire	2017-06-08	24	2019-06-01		
2045	Dovecote Park Limited	3	28	1	West Yorkshire	2017-03-30	12	2018-03-01		
2045	Dovecote Park Limited	1	28	1	West Yorkshire	2017-03-30	12	2018-03-01		
2057	County Foods Limited	1	28	2	Dorset	2017-06-01	12	2018-06-01		
2085	Bw & Dj Glaves & Sons Limited	3	28	2	North Yorkshire	2016-10-18	36	2019-10-01		
2085	Bw & Dj Glaves & Sons Limited	1	28	2	North Yorkshire	2016-10-18	36	2019-10-01		
2097	M I Dickson Ltd	1	28	2	Tyne and Wear	2016-10-06	24	2018-10-01		
2103	T S Hartley And Sons Ltd	1	28	2	North Yorkshire	2016-04-12	24	2018-04-01		
2111	Price & Fretwell Ltd	1	28	1	Derbyshire	2016-11-14	12	2017-11-01		
2118	Grove Foods Ltd	1	28	2	Middlesex	2016-07-25	24	2018-07-01		
2119	Umutet Limited	1	28	1	Greater London	2017-07-18	12	2018-07-01		
2125	Barbican Supplies Ltd	1	28	1	London	2017-05-09	12	2018-05-01		
2150	Kernow Sausage Company Limited	1	28	1	Cornwall	2017-05-05	12	2018-05-01		
2161	J A Jewitt (Meat) Ltd	3	28	1	County Durham	2016-10-24	12	2017-10-01		
2161	J A Jewitt (Meat) Ltd	1	28	1	County Durham	2016-10-24	12	2017-10-01		
2176	Crawshaw Butchers Limited	1	28	2	South Yorkshire	2016-08-24	24	2018-08-01		
2181	West Lancs Butchers Ltd	1	28	2	Ormskirk	2016-10-13	24	2018-10-01		
2186	Moo Moo	1	28	1	Cheshire	2017-03-30	12	2018-03-01		
2194	Ritter Fresh	1	28	1	Avon	2017-07-18	12	2018-07-01		
2201	A R Halal Meats Ltd	1	28	1	West Yorkshire	2016-09-20	12	2017-09-01		
2227	Underwood Meat Company Limited	1	28	2	Surrey	2016-01-27	24	2018-01-01		
2230	Underwood Meat Company Limited	1	28	2	Kent	2017-05-17	24	2019-05-01		
2235	Rainbow Meat Ltd	1	28	2	London	2016-10-31	12	2017-10-01		
2266	L & S Jones And Sons	1	28	2	Lancashire	2017-06-23	24	2019-06-01		
2271	H Greaves & Son (Meat Products) Ltd	1	28	2	Lancashire	2016-04-13	24	2018-04-01		
2274	Alpine Fine Foods Limited	1	28	1	East Yorkshire	2017-05-03	12	2018-05-01		
2282	M & T Butchers Preston Ltd	1	28	1	Lancashire	2017-03-07	12	2018-03-01		
2284	Walter Rose & Son	1	28	1	Wiltshire	2017-04-20	12	2018-04-01		
2291	L Wood & Sons	3	28	1	West Yorkshire	2017-05-12	12	2018-05-01		
2291	L Wood & Sons	1	28	1	West Yorkshire	2017-05-12	12	2018-05-01		
2296	The Eden Valley Meat Company Ltd	3	28	2	Cumbria	2016-11-22	18	2018-05-01		
2296	The Eden Valley Meat Company Ltd	1	28	2	Cumbria	2016-11-22	18	2018-05-01		
2316	The Original Chicken Co. Ltd.	1	28	1	Lancashire	2017-07-05	12	2018-07-01		
2343	J & E Medcalf Limited	3	28	1	West Yorkshire	2016-10-17	12	2017-10-01		
2343	J & E Medcalf Limited	1	28	1	West Yorkshire	2016-10-17	12	2017-10-01		
2362	Nidderdale Poultry Products Ltd	1	28	2	North Yorkshire	2016-06-07	24	2018-06-01		
2410	Ravendale Foods Limited	1	28	1	County Durham	2016-11-08	12	2017-11-01		
2427	Holden Meats Ltd	1	28	2	South Yorkshire	2016-02-18	24	2018-02-01		
2452	Country Valley Foods Ltd	1	28	2	Teesside	2017-08-01	24	2019-08-01		
2457	Yorkshire Dales Meat Company Ltd	1	28	2	North Yorkshire	2017-08-15	12	2018-08-01		
2462	Turner & Price Limited	1	28	2		2016-10-06	12	2017-10-01		
2470	Ox Close Traditional Fine Foods	3	28	2	North Yorkshire	2017-01-17	36	2020-01-01		
2471	R & J Yorkshire's Finest	1	28	2	North Yorkshire	2017-03-21	24	2019-03-01		
2474	Pfd (Carlisle) Ltd	1	28	2	Tyne and Wear	2017-04-04	12	2018-04-01		
2484	Warren Butterworth Catering Butchers Ltd	1	28	2	Tyne and Wear	2016-03-22	24	2018-03-01		
2488	J.W. Young (Butchers) Ltd	1	28	2	South Yorkshire	2016-05-25	24	2018-05-01		
2491	Country Harvest  Farm Foods	1	28	2	County Durham	2016-09-08	12	2017-09-01		
2501	A. J. Leese Turkeys Ltd	3	28	2	Staffordshire	2017-02-21	18	2018-08-01		
2501	A. J. Leese Turkeys Ltd	1	28	2	Staffordshire	2017-02-21	18	2018-08-01		
2507	Sidor Meat Limited	1	28	1	Worcestershire	2017-06-23	12	2018-06-01		
2521	Edmonton Meat Centre Ltd	1	28	2	Greater London	2016-10-04	24	2018-10-01		
2528	Premier Meat And Poultry Limited	1	28	2	Derbyshire	2016-06-23	24	2018-06-01		
2535	Stoke Chicken Limited	1	28	2	Staffordshire	2016-04-21	24	2018-04-01		
2544	Swaledale Foods Ltd	1	28	2	North Yorkshire	2016-10-25	24	2018-10-01		
2547	Ben Creese Country Butchers Ltd	1	28	1	Gloucestershire	2017-01-27	12	2018-01-01		
2554	E & P Catering Butchers Limited	1	28	1	West Midlands	2016-09-22	12	2017-09-01		
2558	John Crawshaw Butchers	1	28	2	South Yorkshire	2016-08-11	12	2017-08-01		
2559	The Fine Food Company Uk Limited	1	28	2	Somerset	2016-11-29	12	2017-11-01		
2562	Al-Badia	1	28	2	Greater London	2017-02-15	24	2019-02-01		
2576	Bfc Distribution Limited	1	28	1	Greater London	2017-04-04	12	2018-04-01		
2578	Danish Crown	1	28	2	Greater Manchester	2016-04-06	24	2018-04-01		
2580	J Mato & Son Limited	1	28	2	Dorset	2016-04-28	24	2018-04-01		
2582	Hakikat Halal Meat Limited	1	28	2	London	2016-02-24	24	2018-02-01		
2583	Cootehill Poultry	1	28	2	Derbyshire	2016-06-02	24	2018-06-01		
2585	Zuss Halal	3	28	1	Essex	2017-03-31	12	2018-03-01		
2585	Zuss Halal	1	28	1	Essex	2017-03-31	12	2018-03-01		
2586	Great Central Meats Limited	1	28	2	Leicestershire	2016-06-29	24	2018-06-01		
2594	Mckuhens Of Liverpool	1	28	3	Merseyside	2017-07-26	3	2017-10-01		
2596	Mullaco Cash And Carry	1	28	2	West Yorkshire	2017-08-09	24	2019-08-01		
2598	Style Farm Butchers Limited	1	28	3	Wiltshire	2017-08-09	3	2017-11-01		
2599	Amara Meat Ltd	1	28	1		2017-07-24	12	2018-07-01		
2605	Taste Tradition Limited	1	28	3	North Yorkshire	2017-08-29	3	2017-11-01		
2606	Ruby & White Butchers	1	28	1		2016-10-26	12	2017-10-01		
2607	Stadium Leisure	1	28	1		2017-08-08	12	2018-08-01		
2610	Rumps Of Warwick	1	28	1	Warwickshire	2017-02-23	12	2018-02-01		
2611	Prime Quality Foods London Ltd	1	28	2	Greater London	2017-02-28	24	2019-02-01		
2615	Le Marche Des Chefs	1	28	2	Greater London	2017-01-31	24	2019-01-01		
2616	Jolly Foods (Oxon) Limited	1	28	2	Oxfordshire	2017-01-30	12	2018-01-01		
2617	Ay Meats Ltd	1	28	2	Greater London	2017-01-24	24	2019-01-01		
2619	Subhan Halal Meat	1	28	1		2017-03-22	12	2018-03-01		
2624	Dean Food Limited	1	28	2		2017-06-22	24	2019-06-01		
2628	Millers Catering Butchers	1	28	1		2016-11-03	12	2017-11-01		
2638	Derya Meat Ltd	1	28	2		2016-11-03	12	2017-11-01		
2639	H&M Best Meat Ltd	1	28	2		2017-08-24	12	2018-08-01		
2642	The Ginger Pig	1	28	2	North Yorkshire	2016-10-11	12	2017-10-01		
2643	Cad Poultry Ltd	1	28	1		2016-12-05	12	2017-12-01		
2644	Bluefields Grp Ltd	1	28	2		2016-10-12	12	2017-10-01		
2651	Dost Meat Ltd	1	28	1		2017-03-29	12	2018-03-01		
2655	Grassroots Wholesale Foods Ltd	1	28	1	Lancashire	2017-01-25	12	2018-01-01		
2656	The Catering Butcher	1	28	2		2017-03-16	12	2018-03-01		
2657	Shazan Foods Limited	1	28	3		2017-07-13	3	2017-10-01		
2664	Chicken Joes Limited	1	28	2		2017-03-21	12	2018-03-01		
2666	Yeni Pinar Meat Centre Limited	1	28	2		2017-07-05	12	2018-07-01		
2669	Philip Warren & Son	1	28	1		2017-08-01	12	2018-08-01		
3003	Faccenda Foods (Lincs) Limited	3	28	2	Lincolnshire	2016-05-11	18	2017-11-01		
3003	Faccenda Foods (Lincs) Limited	1	28	2	Lincolnshire	2016-05-11	18	2017-11-01		
3007	Faccenda Foods Limited	3	28	1	Northamptonshire	2017-03-22	12	2018-03-01		
3007	Faccenda Foods Limited	1	28	1	Northamptonshire	2017-03-22	12	2018-03-01		
4026	Faccenda Foods Limited	3	28	1	Derbyshire	2016-10-20	12	2017-10-01		
4026	Faccenda Foods Limited	1	28	1	Derbyshire	2016-10-20	12	2017-10-01		
4045	R & S Platts (Poultry)	1	28	2	Derbyshire	2016-01-26	24	2018-01-01		
4083	Cook's Of Rainford	3	28	2	Merseyside	2016-05-16	18	2017-11-01		
4083	Cook's Of Rainford	1	28	2	Merseyside	2016-05-16	18	2017-11-01		
4108	F. Houghton & Family (Wholesale Butchers) Ltd	1	28	1	Cheshire	2017-07-25	12	2018-07-01		
4113	Noel Chadwick Limited	3	28	2	Greater Manchester	2016-03-03	18	2017-09-01		
4113	Noel Chadwick Limited	1	28	2	Greater Manchester	2016-03-03	18	2017-09-01		
4161	Mipa Meats Ltd	1	28	1	West Midlands	2017-08-10	12	2018-08-01		
4183	Tts Meats	1	28	1	Cheshire	2017-06-20	12	2018-06-01		
4195	W Barton & Sons Limited	1	28	2	Merseyside	2016-01-19	24	2018-01-01		
4246	Neil Powell Catering	1	28	1	Herefordshire	2017-02-23	12	2018-02-01		
4265	Fairfax Meadow Farm Ltd	1	28	2	Derbyshire	2016-09-30	24	2018-09-01		
4270	Forresters (Sales) Ltd	1	28	2	Cheshire	2016-06-09	24	2018-06-01		
4308	Liverpool Meat And Fish Market	1	28	2	Merseyside	2016-08-03	24	2018-08-01		
4308-0036	Bexleys Limited	1	28	1	Merseyside	2016-12-08	12	2017-12-01		
4313	Mainstream International Foods Ltd	1	28	1	Derbyshire	2017-01-25	12	2018-01-01		
4322	J W Mettrick & Son Ltd	3	28	2	Derbyshire	2016-06-29	18	2017-12-01		
4322	J W Mettrick & Son Ltd	1	28	2	Derbyshire	2016-06-29	18	2017-12-01		
4357	F Redfern	3	28	2	Derbyshire	2016-04-12	18	2017-10-01		
4357	F Redfern	1	28	2	Derbyshire	2016-04-12	18	2017-10-01		
4535	Amber Foods Limited	1	28	2	West Midlands	2016-08-11	24	2018-08-01		
4557	Leicestershire Farm Fresh Turkeys	3	28	2	Leicestershire	2017-04-19	36	2020-04-01		
4557	Leicestershire Farm Fresh Turkeys	1	28	2	Leicestershire	2017-04-19	36	2020-04-01		
4578	Althams Butchers	1	28	2	Lancashire	2016-06-10	24	2018-06-01		
4582	The Fresh Chicken Company Limited	1	28	2	Lancashire	2016-10-19	12	2017-10-01		
4633	Faccenda Foods Limited	1	28	2	West Midlands	2017-02-09	24	2019-02-01		
4637	Halal Poultry & Meat Products Ltd	1	28	1	West Midlands	2017-03-10	12	2018-03-01		
4667	Faccenda Foods Limited	1	28	1	Shropshire	2016-09-22	12	2017-09-01		
4702	Caldecott Turkey Farms Ltd	3	28	2	West Midlands	2016-12-01	36	2019-12-01		
4702	Caldecott Turkey Farms Ltd	1	28	2	West Midlands	2016-12-01	36	2019-12-01		
4715	Ettingshall Poultry	1	28	1	West Midlands	2017-06-20	12	2018-06-01		
4732	2  Sisters Food Group Limited	1	28	1	West Midlands	2017-07-05	12	2018-07-01		
4744	Adlington Limited	1	28	2	West Midlands	2016-06-30	24	2018-06-01		
4750	A Burns Ltd	1	28	2	Lancashire	2016-11-29	24	2018-11-01		
4764	Smithfield Murray Ltd	1	28	2	Greater Manchester	2016-06-17	24	2018-06-01		
4789	Bradshaw Bros Ltd.	1	28	2	Staffordshire	2016-09-13	24	2018-09-01		
4794	Lake District Farmers Ltd	1	28	2	Cumbria	2017-03-29	12	2018-03-01		
4795	Highgate Meats Limited	3	28	1	Cumbria	2016-11-08	12	2017-11-01		
4795	Highgate Meats Limited	1	28	1	Cumbria	2016-11-08	12	2017-11-01		
4804	Halal World	1	28	4	West Midlands	2017-08-21	2	2017-10-01		
4820	Clifton Quality Meats Ltd	1	28	2	Lancashire	2016-11-28	12	2017-11-01		
4822	Lakes Speciality Foods Ltd	1	28	2	Cumbria	2017-07-12	24	2019-07-01		
4845	Paul's Catering Butchers	1	28	1	Leicestershire	2017-05-02	12	2018-05-01		
4855	Bowland Pork Beef And Lamb	1	28	3	Lancashire	2017-07-12	3	2017-10-01		
4857	Cheshire Food Services Limited	1	28	1	Greater Manchester	2017-03-30	12	2018-03-01		
4864	Cornvale Foods Ltd	1	28	2	Lancashire	2016-09-27	24	2018-09-01		
4865	J & L Wood And Son Ltd	1	28	2	Greater Manchester	2017-03-28	24	2019-03-01		
4872	James Burrows Limited	1	28	2	Lancashire	2016-11-30	12	2017-11-01		
4873	Udale Speciality Foods Ltd	1	28	2	Lancashire	2016-07-14	24	2018-07-01		
4876	E.K.A. Roberts And Sons Ltd	1	28	2	Shropshire	2017-06-15	12	2018-06-01		
4877	Hogans Butchers Ltd	1	28	2	Merseyside	2016-11-24	24	2018-11-01		
4885	S & H Catering Ltd	1	28	2	Nottinghamshire	2016-05-06	24	2018-05-01		
5004	Gressingham Foods	3	28	1	Norfolk	2017-08-29	12	2018-08-01		
5004	Gressingham Foods	1	28	1	Norfolk	2017-08-29	12	2018-08-01		
5008	Eye Poultry	3	28	1	Suffolk	2017-02-27	12	2018-02-01		
5008	Eye Poultry	1	28	1	Suffolk	2017-02-27	12	2018-02-01		
5049	Bernard Matthews Foods  Limited	3	28	2	Suffolk	2015-04-28	18	2016-10-01		
5049	Bernard Matthews Foods  Limited	1	28	2	Suffolk	2015-04-28	18	2016-10-01		
5102	London Central Markets	1	28	2	Greater London	2016-09-20	24	2018-09-01		
5102-0002	P J Martinelli Ltd	1	28	2	Greater London	2016-06-15	24	2018-06-01		
5102-0003	Peter Thompson Group Limited	2	28	2	Greater London	2017-08-15	24	2019-08-01		
5102-0006	William Warman & Gutteridge Ltd	1	28	2	Greater London	2016-11-23	24	2018-11-01		
5102-0008	Darmenn & Curl Ltd	1	28	2	Greater London	2017-05-24	12	2018-05-01		
5102-0012	William Warman & Guttridge Ltd	1	28	1	Greater London	2016-11-23	12	2017-11-01		
5102-0014	Vixelli Limited	1	28	2	Greater London	2017-03-23	24	2019-03-01		
5102-0018	James Burden Ltd	2	28	2	Greater London	2016-06-30	24	2018-06-01		
5102-0022	George Abrahams Ltd	2	28	2	Greater London	2017-07-12	12	2018-07-01		
5102-0024	James Burden Ltd	1	28	1	Greater London	2017-06-09	12	2018-06-01		
5102-0025	P J Martinelli Limited	1	28	2	Greater London	2016-06-15	24	2018-06-01		
5102-0027	Edward Price & Partners Ltd	2	28	2	Greater London	2016-08-03	24	2018-08-01		
5102-0031	Channel Meats Ltd	2	28	2	Greater London	2016-04-14	24	2018-04-01		
5102-0032	P.W & J.K Killby Ltd	1	28	2	Greater London	2017-05-31	24	2019-05-01		
5102-0034	J.F. Edwards (Smithfield) Ltd (T/A J F Edwards & Son)	1	28	2	Greater London	2016-05-11	24	2018-05-01		
5102-0038	Tom Hixson & Co Limited (T/A Tom Hixson & Co Limited)	2	28	2	Greater London	2017-01-24	12	2018-01-01		
5102-0040	James Burden Limted	2	28	2	Greater London	2016-06-30	24	2018-06-01		
5102-0042	E H Broome & Co	2	28	2	Greater London	2016-01-13	24	2018-01-01		
5102-0043	Village Pork (Smithfield) Ltd	1	28	2	Greater London	2016-10-26	12	2017-10-01		
5102-0047	Abbijoe Limited	1	28	1	Greater London	2017-04-04	12	2018-04-01		
5102-0207	J.F. Edwards (Smithfield) Ltd (T/A Allen & Co)	2	28	2	Greater London	2016-05-11	24	2018-05-01		
5102-0208	Allen &  Co	2	28	2	Greater London	2016-02-24	24	2018-02-01		
5102-0219	James Burden  Ltd	2	28	2	Greater London	2016-02-17	24	2018-02-01		
5102-0221	Tom Hixson & Co Ltd	2	28	2	Greater London	2016-10-26	24	2018-10-01		
5102-1034	E Russell Limited (T/A Russells Of Smithfield)	1	28	1		2017-06-20	12	2018-06-01		
5105	Rayleigh Cold Store Limited	1	28	2	Essex	2016-07-01	24	2018-07-01		
5176	Curtis Of Lincoln	1	28	1	Lincolnshire	2016-11-15	12	2017-11-01		
5213	Cranswick Country Foods Plc	3	28	1	Norfolk	2016-09-19	12	2017-09-01		
5213	Cranswick Country Foods Plc	1	28	1	Norfolk	2016-09-19	12	2017-09-01		
5345	Gst Limited	3	28	2	Essex	2017-04-20	18	2018-10-01		
5345	Gst Limited	1	28	2	Essex	2017-04-20	18	2018-10-01		
5359	Hundred River Foods Ltd	1	28	2	Suffolk	2016-07-15	24	2018-07-01		
5393	Midland Food Services Limited	1	28	1	Northamptonshire	2017-08-10	12	2018-08-01		
5416	Hilton Foods Uk Limited	1	28	2	Cambridgeshire	2016-06-22	24	2018-06-01		
5499	Wicks Manor	1	28	2	Essex	2017-08-10	24	2019-08-01		
5508	The Wild Meat Company Ltd	3	28	2	Suffolk	2017-01-16	36	2020-01-01		
5508	The Wild Meat Company Ltd	1	28	2	Suffolk	2017-01-16	36	2020-01-01		
5519	C & K Meats Ltd	3	28	1	Suffolk	2017-03-31	12	2018-03-01		
5519	C & K Meats Ltd	1	28	1	Suffolk	2017-03-31	12	2018-03-01		
5525	L & O Meats Ltd	1	28	2	Essex	2017-02-28	12	2018-02-01		
5528	Marbec Meats	1	28	2	Greater London	2016-03-16	24	2018-03-01		
5529	Middlesex Meat Company Limited	1	28	1	Middlesex	2017-04-19	12	2018-04-01		
5530	Frank Godfrey Ltd	1	28	1	Greater London	2016-10-06	12	2017-10-01		
6055	Tendercut Meats Ltd	1	28	2	Hampshire	2016-02-18	24	2018-02-01		
6057	Randall Parker Foods	1	28	1	Hampshire	2016-10-19	12	2017-10-01		
6116	Forge Farm Meats Ltd	3	28	3	Kent	2017-07-10	3	2017-10-01		
6116	Forge Farm Meats Ltd	1	28	3	Kent	2017-07-10	3	2017-10-01		
6118	Blakes Meats Limited	1	28	1	East Sussex	2016-11-16	12	2017-11-01		
6119	Natural Farms Ltd	1	28	1	East Sussex	2017-03-06	12	2018-03-01		
6214	Pinnacle Foods Ltd	1	28	2	Hampshire	2016-07-14	24	2018-07-01		
6347	Solent Butchers Ltd	1	28	1	Hampshire	2017-06-12	12	2018-06-01		
6359	Laverstoke Park Farm Ltd	3	28	2	Hampshire	2016-11-30	18	2018-05-01		
6359	Laverstoke Park Farm Ltd	1	28	2	Hampshire	2016-11-30	18	2018-05-01		
6371	Harringay Meat Traders Ltd	1	28	2	Essex	2016-07-13	24	2018-07-01		
6381	Butcher & Edmonds Ltd	1	28	2	London	2016-07-20	24	2018-07-01		
6385	Russell Hume Ltd	1	28	1	Greater London	2016-11-03	12	2017-11-01		
6386	Lea Valley Meat Ltd	1	28	2		2017-05-23	24	2019-05-01		
6389	C M B Foods Ltd	1	28	2	West Sussex	2016-09-15	12	2017-09-01		
6395	Highland Crown Ltd	1	28	1	Hampshire	2017-06-07	12	2018-06-01		
6404	Maren Meats	1	28	2	Greater London	2016-05-18	24	2018-05-01		
6406	Godden Butchers	1	28	1	Buckinghamshire	2017-02-08	12	2018-02-01		
8038	M&W Meats Limited	1	28	1	Cornwall	2017-04-27	12	2018-04-01		
8088	Hunt's Foodservice Ltd	1	28	2	Dorset	2016-08-17	24	2018-08-01		
8115	R J Trevarthen Wholesale Butchers	3	28	1	Cornwall	2016-10-20	12	2017-10-01		
